Project,Path,Class,ReleaseId,LOC,StmtCount,Cyclomatic,Cognitive,DistinctOperators,DistinctOperands,TotalOperators,TotalOperands,Vocabulary,Length,Volume,Difficulty,Effort,MaxNestingDepth,isLongMethod,isGodClass,isFeatureEnvy,isDuplicatedCode,CodeSmells,NSmells,Touches,prevCodeSmells,prevBuggy,Buggy
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java/,"org.apache.hedwig.client.handlers.SubscribeReconnectCallback",release-4.0.0,73,24,7,3,3,27,11,46,30.0,57.0,279.69276394968557,2.5555555555555554,714.7703967603076,1,0,1,1,0,2,4,4,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java/,"org.apache.hedwig.server.proxy.ProxyUnsubscribeHandler",release-4.0.0,44,18,3,1,2,22,3,38,24.0,41.0,187.98346252956745,1.7272727272727273,324.6987080056165,1,0,0,1,1,0,2,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/,"org.apache.bookkeeper.client.LedgerHandle.NoopCloseCallback",release-4.0.0,11,4,2,1,2,8,2,9,10.0,11.0,36.541209043760986,1.125,41.10886017423111,1,0,0,1,0,1,2,12,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java/,"org.apache.hedwig.exceptions.PubSubException.TopicBusyException",release-4.0.0,5,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest.Builder",release-4.0.0,139,85,31,11,5,37,16,88,42.0,104.0,560.8010119689911,5.9459459459459465,3334.492503599407,3,0,1,1,0,2,4,2,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java/,"org.apache.hedwig.server.subscriptions.SubscriptionEventListener",release-4.0.0,31,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java/,"org.apache.hedwig.server.persistence.ScanCallback.ReasonForFinish",release-4.0.0,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/HierarchicalLedgerManager.java/,"org.apache.bookkeeper.meta.HierarchicalLedgerManager",release-4.0.0,436,167,31,14,5,142,49,386,147.0,435.0,3131.8574700038184,6.795774647887324,21283.397595448485,2,1,1,1,0,10,13,1,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java/,"org.apache.bookkeeper.conf.AbstractConfiguration",release-4.0.0,73,16,7,0,0,13,0,19,13.0,19.0,70.30835464468075,0.0,0.0,0,0,0,0,0,0,0,2,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/,"org.apache.hedwig.server.delivery.FIFODeliveryManager.StopServingSubscriber",release-4.0.0,25,5,2,0,1,6,1,9,7.0,10.0,28.07354922057604,0.75,21.05516191543203,0,0,0,1,0,0,1,4,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookieWatcher.java/,"org.apache.bookkeeper.client.BookieWatcher",release-4.0.0,156,72,15,5,6,57,12,91,63.0,103.0,615.6598321204914,4.7894736842105265,2948.686564366564,1,0,1,1,0,6,8,4,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookkeeperInternalCallbacks.java/,"org.apache.bookkeeper.proto.BookkeeperInternalCallbacks",release-4.0.0,95,0,0,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,2,2,3,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/,"org.apache.bookkeeper.client.BKException.BKProtocolVersionException",release-4.0.0,5,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java/,"org.apache.hedwig.client.handlers.PublishResponseHandler",release-4.0.0,42,15,7,2,2,26,8,43,28.0,51.0,245.1751010249378,1.6538461538461537,405.48189784893555,1,0,1,1,1,1,4,4,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java/,"org.apache.hedwig.server.persistence.PersistenceManager",release-4.0.0,59,0,6,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java/,"org.apache.hedwig.client.netty.HedwigPublisher",release-4.0.0,184,87,21,15,7,73,25,195,80.0,220.0,1390.8241808752196,9.349315068493151,13003.253471881335,4,0,1,1,1,2,5,5,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"org.apache.hedwig.protocol.PubSubProtocol.MessageSeqId.Builder",release-4.0.0,203,135,48,18,5,54,25,152,59.0,177.0,1041.227819737046,7.037037037037037,7327.158731482917,3,0,1,1,0,2,4,2,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/,"org.apache.bookkeeper.client.BookKeeperAdmin.SyncObject",release-4.0.0,9,3,1,0,1,4,2,4,5.0,6.0,13.931568569324174,0.5,6.965784284662087,0,0,0,0,0,0,0,6,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java/,"org.apache.hedwig.exceptions.PubSubException.ClientNotSubscribedRuntimeException",release-4.0.0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java/,"org.apache.hedwig.server.persistence.BookkeeperPersistenceManager.PersistOp",release-4.0.0,62,34,6,4,5,47,19,88,52.0,107.0,609.9470498410969,4.680851063829787,2855.071297128539,1,1,1,1,0,1,4,3,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeReconnectCallback.java/,"org.apache.hedwig.client.handlers.SubscribeReconnectCallback.SubscribeReconnectRetryTask",release-4.0.0,11,5,2,1,1,10,1,13,11.0,14.0,48.43204266092217,0.65,31.48082772959941,1,0,0,1,0,0,1,4,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java/,"org.apache.hedwig.server.handlers.BaseHandler",release-4.0.0,34,13,4,1,2,19,3,31,21.0,34.0,149.33879237447786,1.631578947368421,243.65802966362176,1,0,0,1,0,0,1,2,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"org.apache.hedwig.protocol.PubSubProtocol.ConsumeRequest",release-4.0.0,367,94,39,10,5,41,13,126,46.0,139.0,767.7751118919248,7.682926829268293,5898.7600059989345,1,0,1,1,0,3,5,2,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java/,"org.apache.hedwig.server.handlers.UnsubscribeHandler",release-4.0.0,40,18,3,1,2,25,3,40,27.0,43.0,204.46016259302917,1.6,327.1362601488467,1,0,0,1,1,0,2,2,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"org.apache.hedwig.protocol.PubSubProtocol.PubSubRequest",release-4.0.0,998,233,91,41,6,94,40,328,100.0,368.0,2444.939077837099,10.46808510638298,25593.83034672027,2,1,1,1,0,3,6,2,0,no,yes
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/util/Option.java/,"org.apache.hedwig.util.Option",release-4.0.0,24,9,5,0,1,1,1,3,2.0,4.0,4.0,1.5,6.0,0,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/,"org.apache.bookkeeper.client.AsyncCallback.ReadCallback",release-4.0.0,17,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java/,"org.apache.hedwig.server.benchmark.BookieBenchmark",release-4.0.0,70,33,5,1,4,57,6,93,61.0,99.0,587.1429964187258,3.263157894736842,1915.9403041032106,1,0,0,1,0,0,1,5,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java/,"org.apache.hedwig.client.HedwigClient",release-4.0.0,39,10,5,0,1,8,2,15,9.0,17.0,53.88872502451932,0.9375,50.52067971048686,0,0,0,1,0,0,1,1,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java/,"org.apache.hedwig.protoextensions.PubSubResponseUtils",release-4.0.0,19,6,3,0,0,16,0,21,16.0,21.0,84.0,0.0,0.0,0,0,0,1,0,0,1,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/AbstractZkLedgerManager.java/,"org.apache.bookkeeper.meta.AbstractZkLedgerManager.GetLedgersCtx",release-4.0.0,4,0,0,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,2,0,no,yes
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java/,"org.apache.hedwig.client.benchmark.BenchmarkUtils.BenchmarkCallback",release-4.0.0,28,12,4,0,2,12,3,20,14.0,23.0,87.56916320732489,1.6666666666666667,145.9486053455415,0,0,0,1,0,0,1,3,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java/,"org.apache.hedwig.client.exceptions.InvalidSubscriberIdException",release-4.0.0,13,4,2,0,0,3,0,4,3.0,4.0,6.339850002884625,0.0,0.0,0,0,0,0,0,0,0,1,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"org.apache.hedwig.protocol.PubSubProtocol",release-4.0.0,6362,40,5,0,2,135,77,199,137.0,276.0,1959.0568548971055,1.474074074074074,2887.7949194409184,0,1,0,0,0,42,43,2,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/,"org.apache.bookkeeper.meta.LedgerManager.GarbageCollector",release-4.0.0,9,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java/,"org.apache.hedwig.server.handlers.Handler",release-4.0.0,14,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/PerChannelBookieClient.java/,"org.apache.bookkeeper.proto.PerChannelBookieClient.ReadCompletion",release-4.0.0,9,3,1,0,1,2,2,2,3.0,4.0,6.339850002884625,0.5,3.1699250014423126,0,0,0,0,0,0,0,9,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/meta/LedgerManager.java/,"org.apache.bookkeeper.meta.LedgerManager",release-4.0.0,109,0,9,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"org.apache.hedwig.protocol.PubSubProtocol.PublishRequest.Builder",release-4.0.0,160,102,35,13,5,40,23,119,45.0,142.0,779.8431396788138,7.4375,5800.083351361178,3,0,1,1,0,2,4,2,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookKeeperAdmin.java/,"org.apache.bookkeeper.client.BookKeeperAdmin",release-4.0.0,672,182,35,22,9,153,58,428,162.0,486.0,3567.1671014019275,12.588235294117647,44904.33880588309,2,1,1,1,0,22,25,6,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java/,"org.apache.hedwig.server.delivery.FIFODeliveryManager.DeliveryPtrMove",release-4.0.0,40,17,4,2,2,17,4,30,19.0,34.0,144.4295354570819,1.7647058823529411,254.8756508066151,1,0,0,1,0,0,1,4,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java/,"org.apache.hedwig.server.topics.ZkTopicManager.ZkGetOwnerOp",release-4.0.0,169,103,23,17,9,77,38,210,86.0,248.0,1593.7136591661204,12.272727272727272,19559.21308976602,2,0,1,1,1,2,5,3,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/,"org.apache.bookkeeper.client.AsyncCallback",release-4.0.0,116,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java/,"org.apache.hedwig.client.api.MessageHandler",release-4.0.0,20,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,3,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/SyncCounter.java/,"org.apache.bookkeeper.client.SyncCounter",release-4.0.0,55,28,12,2,5,10,8,19,15.0,27.0,105.48604608143,4.75,501.0587188867925,2,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java/,"org.apache.hedwig.exceptions.PubSubException.ClientAlreadySubscribedException",release-4.0.0,5,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java/,"org.apache.hedwig.client.benchmark.BenchmarkPublisher",release-4.0.0,104,65,13,9,10,68,41,158,78.0,199.0,1250.7950415535875,11.61764705882353,14531.295335696092,3,0,1,1,0,2,4,3,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java/,"org.apache.hedwig.server.proxy.ProxySubscribeHandler",release-4.0.0,49,23,4,1,2,27,3,54,29.0,57.0,276.90491672227165,2.0,553.8098334445433,1,0,0,1,1,0,2,3,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/,"org.apache.bookkeeper.proto.BookieProtocol",release-4.0.0,125,0,0,0,0,11,0,15,11.0,15.0,51.89147427955947,0.0,0.0,0,0,0,0,0,16,16,4,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java/,"org.apache.hedwig.server.regions.HedwigHubClientFactory",release-4.0.0,35,9,2,0,1,4,2,6,5.0,8.0,18.575424759098897,0.75,13.931568569324174,0,0,0,1,0,0,1,2,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/,"org.apache.hedwig.zookeeper.SafeAsyncZKCallback.VoidCallback",release-4.0.0,11,6,2,0,0,6,0,6,6.0,6.0,15.509775004326936,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/Bookie.java/,"org.apache.bookkeeper.bookie.Bookie.CounterCallback",release-4.0.0,20,11,5,2,4,4,4,8,8.0,12.0,36.0,4.0,144.0,1,0,0,0,0,0,0,14,0,no,yes
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java/,"org.apache.hedwig.client.handlers.UnsubscribeResponseHandler",release-4.0.0,54,18,8,2,2,32,11,58,34.0,69.0,351.03493604627346,1.8125,636.2508215838707,1,0,1,1,1,1,4,4,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/,"org.apache.bookkeeper.client.BKException.BKIncorrectParameterException",release-4.0.0,5,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java/,"org.apache.hedwig.server.persistence.PersistenceManagerWithRangeScan",release-4.0.0,8,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java/,"org.apache.hedwig.server.common.TerminateJVMExceptionHandler",release-4.0.0,10,3,1,0,1,11,1,11,12.0,12.0,43.01955000865388,0.5,21.50977500432694,0,0,0,1,0,1,2,2,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"org.apache.hedwig.protocol.PubSubProtocol.SubscribeRequest.CreateOrAttach",release-4.0.0,75,28,14,2,2,23,3,37,25.0,40.0,185.75424759098897,1.608695652173913,298.82205047246055,1,0,1,1,0,0,2,2,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/EntryLogger.java/,"org.apache.bookkeeper.bookie.EntryLogger.GarbageCollectorThread",release-4.0.0,89,55,9,5,6,43,11,70,49.0,81.0,454.7914973733319,4.883720930232558,2221.0747546139464,2,0,1,1,0,3,5,9,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java/,"org.apache.hedwig.zookeeper.SafeAsyncCallback",release-4.0.0,12,5,2,0,1,7,1,8,8.0,9.0,27.0,0.5714285714285714,15.428571428571427,0,0,0,1,0,0,1,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/FileInfo.java/,"org.apache.bookkeeper.bookie.FileInfo",release-4.0.0,155,94,24,13,13,52,41,161,65.0,202.0,1216.5182982317478,20.125,24482.430751913926,2,0,1,1,0,1,3,5,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java/,"org.apache.hedwig.zookeeper.SafeAsynBKCallback.ReadCallback",release-4.0.0,14,6,2,0,0,7,0,7,7.0,7.0,19.651484454403228,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java/,"org.apache.hedwig.server.proxy.ChannelTracker",release-4.0.0,91,47,14,8,4,26,9,70,30.0,79.0,387.64435705307295,5.384615384615385,2087.3157687473163,2,0,0,1,0,2,3,2,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/,"org.apache.bookkeeper.client.BKException.BKNotEnoughBookiesException",release-4.0.0,5,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java/,"org.apache.hedwig.server.subscriptions.InMemorySubscriptionState",release-4.0.0,42,16,6,1,3,11,6,23,14.0,29.0,110.41329273967051,3.1363636363636362,346.2962363198757,1,0,0,1,0,0,1,2,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerHandle.java/,"org.apache.bookkeeper.client.LedgerHandle.SyncAddCallback",release-4.0.0,20,4,1,0,0,5,0,6,5.0,6.0,13.931568569324174,0.0,0.0,0,0,0,1,0,0,1,12,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"org.apache.hedwig.protocol.PubSubProtocol.UnsubscribeRequest",release-4.0.0,297,79,33,6,5,33,9,104,38.0,113.0,593.0158090191251,7.878787878787879,4672.24576802947,1,0,1,1,0,3,5,2,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/,"org.apache.bookkeeper.client.BKException.BKQuorumException",release-4.0.0,5,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java/,"org.apache.hedwig.zookeeper.SafeAsyncZKCallback.ACLCallback",release-4.0.0,11,6,2,0,0,8,0,8,8.0,8.0,24.0,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java/,"org.apache.hedwig.exceptions.PubSubException.ServerNotResponsibleForTopicException",release-4.0.0,6,2,1,0,0,2,0,2,2.0,2.0,2.0,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/,"org.apache.bookkeeper.proto.BookieClient.Counter",release-4.0.0,24,12,5,1,3,5,4,8,8.0,12.0,36.0,2.4000000000000004,86.4,1,0,0,0,0,0,0,7,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/ReadLastConfirmedOp.java/,"org.apache.bookkeeper.client.ReadLastConfirmedOp",release-4.0.0,71,38,9,6,10,36,26,75,46.0,101.0,557.8797575617583,10.416666666666668,5811.24747460165,2,0,1,1,1,2,5,6,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieProtocol.java/,"org.apache.bookkeeper.proto.BookieProtocol.PacketHeader",release-4.0.0,46,27,8,2,6,9,19,35,15.0,54.0,210.97209216286,11.666666666666666,2461.3410752333666,1,0,0,0,0,1,1,4,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java/,"org.apache.hedwig.client.netty.HedwigClientImpl",release-4.0.0,319,95,28,9,3,70,25,181,73.0,206.0,1275.1038591292836,3.878571428571429,4945.581396480007,2,0,1,1,0,2,4,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/LedgerMetadata.java/,"org.apache.bookkeeper.client.LedgerMetadata",release-4.0.0,211,93,23,10,10,74,49,197,84.0,246.0,1572.510086003575,13.31081081081081,20931.384252885422,2,1,1,1,0,16,19,7,0,no,yes
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"org.apache.hedwig.protocol.PubSubProtocol.Message.Builder",release-4.0.0,216,144,49,17,5,49,33,167,54.0,200.0,1150.977500432694,8.520408163265307,9806.798090421424,3,0,1,1,0,2,4,2,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/ServerStats.java/,"org.apache.bookkeeper.proto.ServerStats",release-4.0.0,132,68,28,4,10,41,44,107,51.0,151.0,856.5362266376959,13.048780487804878,11176.753201247982,1,0,1,1,0,0,2,1,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java/,"org.apache.hedwig.zookeeper.ZkUtils",release-4.0.0,47,18,4,2,4,29,6,62,33.0,68.0,343.01880011637485,4.275862068965517,1466.7010763596716,1,0,0,1,1,1,3,3,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java/,"org.apache.hedwig.client.api.Subscriber",release-4.0.0,202,0,11,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,2,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java/,"org.apache.hedwig.server.persistence.CacheKey",release-4.0.0,52,32,14,7,8,22,22,52,30.0,74.0,363.1099040750304,9.454545454545455,3433.0390930730146,2,0,0,1,0,0,1,2,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"org.apache.hedwig.protocol.PubSubProtocol.StartDeliveryRequest",release-4.0.0,297,79,33,6,5,33,9,104,38.0,113.0,593.0158090191251,7.878787878787879,4672.24576802947,1,0,1,1,0,3,5,2,0,no,yes
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java/,"org.apache.hedwig.client.ssl.SslClientContextFactory",release-4.0.0,18,9,2,0,1,9,1,11,10.0,12.0,39.863137138648355,0.6111111111111112,24.360806029173997,0,0,0,0,0,1,1,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/PendingReadOp.java/,"org.apache.bookkeeper.client.PendingReadOp",release-4.0.0,124,72,17,8,11,59,36,142,70.0,178.0,1091.0123770162043,13.23728813559322,14442.045194061957,2,0,1,1,0,8,10,4,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BKException.java/,"org.apache.bookkeeper.client.BKException.BKReadException",release-4.0.0,5,2,1,0,0,1,0,1,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,4,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/netty/ConnectCallback.java/,"org.apache.hedwig.client.netty.ConnectCallback",release-4.0.0,89,39,10,8,6,45,19,101,51.0,120.0,680.6910410365796,6.733333333333333,4583.319676312969,3,1,1,1,0,1,4,4,0,no,no
bookkeeper,/hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java/,"org.apache.hedwig.client.benchmark.BenchmarkUtils",release-4.0.0,147,2,1,0,3,7,3,7,10.0,10.0,33.219280948873624,1.5,49.82892142331043,0,0,0,1,0,3,4,3,0,no,no
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java/,"org.apache.hedwig.server.delivery.DeliveryCallback",release-4.0.0,8,0,3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,no,no
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/client/AsyncCallback.java/,"org.apache.bookkeeper.client.AsyncCallback.CreateCallback",release-4.0.0,14,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,5,0,no,no
bookkeeper,/hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java/,"org.apache.hedwig.protocol.PubSubProtocol.PubSubResponse.Builder",release-4.0.0,337,237,78,26,5,74,54,278,79.0,332.0,2092.8552083947984,9.391891891891891,19655.869862626823,3,1,1,1,0,2,5,2,0,no,yes
bookkeeper,/hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java/,"org.apache.hedwig.server.subscriptions.AbstractSubscriptionManager",release-4.0.0,406,33,16,2,4,39,7,79,43.0,86.0,466.6587689043804,4.051282051282051,1890.5662945356949,1,0,0,1,0,7,8,4,0,no,yes
bookkeeper,/bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/BookieClient.java/,"org.apache.bookkeeper.proto.BookieClient",release-4.0.0,136,63,13,7,6,66,19,137,72.0,156.0,962.5083002250007,6.227272727272727,5993.801687764776,2,0,1,1,1,5,8,7,0,no,yes
